source,translation_reference,translation_hypothesis,sentence_bleu_score
"Est hecha de asfalto, y el asfalto es un buen material para conducir, pero no siempre, especialmente no en das como hoy, en que llueve mucho.","It's made of asphalt,  and asphalt is a very nice material to drive on,  but not always, especially not on these days as today,  when it's raining a lot.","It is made of asphalt, and asphalt is a good material to drive, but not always, especially not in days like today, in which it rains a lot.",0.367751490739066
Pueden tener una gran cantidad de agua en el asfalto que salpica.,Then you can have a lot of splash water in the asphalt.,They can have a lot of water on the tarmac that splashes.,0.3448444257953326
"Y especialmente si van montados en su bicicleta y estos automviles pasan, eso no es muy agradable.","And especially if you then ride with your bicycle,  and pass these cars, then that's not very nice.","And especially if you're riding your bike and these cars happen, that's not very nice.",0.2129746656477315
"Adems, el asfalto puede hacer mucho ruido.","Also, asphalt can create a lot of noise.","Besides, asphalt can make a lot of noise.",0.4111336169005197
"Es un material ruidoso y si construimos carreteras, como en los Pases Bajos, muy cercanas a las ciudades, querramos una carretera silenciosa.","It's a noisy material,  and if we produce roads like in the Netherlands,  very close to cities, then we would like a silent road.","It is a noisy material and if we build roads, as in the Netherlands Pass, very close to the cities, we want a silent road.",0.40188875403207
La solucin para eso es hacer carreteras de asfalto poroso.,The solution for that is to make roads  out of porous asphalt.,The solution for that is to make porous asphalt roads.,0.5408804419255526
"El asfalto poroso, un material que usamos ahora en la mayora de las carreteras de los Pases Bajos, tiene poros y el agua puede pasar a travs de l, por lo que toda el agua de lluvia fluir hacia los lados y tendrn una carretera por la que es fcil conducir, y no salpicarn agua nunca ms.","Porous asphalt, a material that we use now  in most of the highways in the Netherlands,  it has pores and water can just rain through it,  so all the rainwater will flow away to the sides,  and you have a road that's easy to drive on,  so no splash water anymore.","The porous asphalt, a material we use now on most roads in the Netherlands Pass, has pores and water can pass through l, so all the rainwater flows to the sides and you will have a road that is easy to drive through, and do not splash water anymore.",0.24160614989622808
El ruido tambin desaparecer en estos poros.,Also the noise will disappear in these pores.,The noise also disappears in these pores.,0.38297956737438044
"Debido a que es muy hueco, todo el ruido desaparecer, as que es una carretera muy silenciosa.","Because it's very hollow, all the noise will disappear,  so it's a very silent road.","Because it's very hollow, all the noise disappears, so it's a very quiet road.",0.5863954417655859
"Tambin tiene desventajas, por supuesto, y la desventaja de esta carretera es que se puede deshacer.","It also has disadvantages, of course,  and the disadvantage of this road is that raveling can occur.","Also has disadvantages, of course, and the disadvantage of this road is that it can be undone.",0.6889656775362827
Qu es deshacerse? Vean que en esta carretera las piedras de la superficie se salen.,What is raveling? You see that in this road  that the stones at the surface come off.,What is getting rid of it? See that on this road the stones of the surface come out.,0.31789386661558194
"Primero una piedra, luego varias ms y ms y ms, etc., y luego... bueno, no har eso.  Pero le pueden daar su parabrisas, y no estarn felices con eso.","First you get one stone, then several more,  and more and more and more and more,  and then they -- well, I will not do that.   But they can damage your windshield,  so you're not happy with that.","First a stone, then several more and more, etc., and then... well, you don't do that. But you can give her your windshield, and you won't be happy with that.",0.31757912022969703
"Y, finalmente, esto puede tambin llevar a ms y ms daos.","And finally, this raveling can also lead to more and more damage.","And finally, this can also lead to more and more daos.",0.6407117598241614
A veces pueden crear baches con eso.,Sometimes you can create potholes with that.,Sometimes they can create potholes with that.,0.6434588841607617
Ah. Est listo.,Ha. He's ready.,"Oh, I'm ready.",0.7598356856515925
"Baches, por supuesto, que se pueden convertir en un problema, pero tenemos una solucin.","Potholes, of course, that can become a problem,  but we have a solution.","Baches, of course, that can become a problem, but we have a solution.",0.912167909070388
Aqu pueden ver realmente cmo aparece el dao en este material.,Here you see actually how the damage appears in this material.,Here you can see really how the dao appears in this material.,0.29502343631964045
"Es un asfalto poroso, como dije, as que solo tiene una pequea cantidad de adherente entre las piedras.","It's a porous asphalt, like I said, so you have only  a small amount of binder between the stones.","It's a porous asphalt, as I said, so it only has a small amount of adhesion between the stones.",0.37296611242667116
"Debido a la intemperie, a la luz UV, a la oxidacin, este adherente, este betn, el pegamento entre los ridos, se encoger, y si se encoge, se harn microgrietas y se separar de los agregados.","Due to weathering, due to U.V. light, due to oxidation,  this binder, this bitumen,  the glue between the aggregates is going to shrink,  and if it shrinks, it gets micro-cracks,  and it delaminates from the aggregates.","Because of the weather, UV light, oxidacin, this adherent, this betn, the glue between the sides, shrinks, and if it shrinks, microcracks are made and separated from the aggregates.",0.16826443192779514
"Entonces, si conducen por la carretera, sacarn los agregados... como lo vimos aqu.","Then if you drive over the road, you take out the aggregates --  what we just saw here.","So, if they drive down the road, they'll pull out the aggregates... as we saw it here.",0.4782215756494834
"Para resolver este problema, pensamos en materiales de autorreparacin.","To solve this problem, we thought of self-healing materials.","To solve this problem, we think of self-repair materials.",0.4854917717073234
"Si podemos hacer que este material se autorrepare, entonces probablemente tengamos una solucin.","If we can make this material self-healing,  then probably we have a solution.","If we can get this material to self-repair, then we probably have a solution.",0.4737344990670942
"As que lo que podemos hacer es usar lana de acero, de esa para limpiar sartenes, y podemos cortar la lana de acero en trozos muy pequeos y podemos mezclar esos pequeos trozos con el betn.","So what we can do is use steel wool just to clean pans,  and the steel wool we can cut in very small pieces,  and these very small pieces we can mix to the bitumen.","So what we can do is use steel wool, that one to clean pans, and we can cut the steel wool into very small pieces and we can mix those little pieces with the betn.",0.4046614817751959
Entonces tenemos asfalto con pequeos trozos de lana de acero en l.,So then you have asphalt  with very small pieces of steel wool in it.,Then we have asphalt with small pieces of steel wool in it.,0.5367088830805397
"Luego se necesita una mquina, como la que ven aqu, que Uds. usan para cocinar... una mquina de induccin.","Then you need a machine, like you see here,  that you can use for cooking -- an induction machine.","Then you need a machine, like the one you see here, that you use to cook... an induction machine.",0.5161040075276384
